status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/19/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/20/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/20/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/20/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/20/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/20/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/20/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/20/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/20/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/20/2020
WARM Status,Arena,Sacramento,0,0,244,11/20/2020
Ready,Federal Medical Station,Imperial,8,2,115,11/20/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/21/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/21/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/21/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/21/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/21/2020
Ready,Federal Medical Station,Imperial,6,4,115,11/21/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/21/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/21/2020
WARM Status,Arena,Sacramento,0,0,244,11/21/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/21/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/21/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/22/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/22/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/22/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/22/2020
Ready,Federal Medical Station,Imperial,6,4,115,11/22/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/22/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/22/2020
WARM Status,Arena,Sacramento,0,0,244,11/22/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/22/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/22/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/22/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/23/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/23/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/23/2020
Ready,Federal Medical Station,Imperial,4,6,115,11/23/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/23/2020
WARM Status,Arena,Sacramento,0,0,244,11/23/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/23/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/23/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/23/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/23/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/23/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/24/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/24/2020
Ready,Federal Medical Station,Imperial,0,10,115,11/24/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/24/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/24/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/24/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/24/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/24/2020
WARM Status,Arena,Sacramento,0,0,244,11/24/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/24/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/24/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/25/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/25/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/25/2020
WARM Status,Arena,Sacramento,0,0,244,11/25/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/25/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/25/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/25/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/25/2020
Ready,Federal Medical Station,Imperial,11,7,107,11/25/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/25/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/25/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/26/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/26/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/26/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/26/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/26/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/26/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/26/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/26/2020
Ready,Federal Medical Station,Imperial,6,11,108,11/26/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/26/2020
WARM Status,Arena,Sacramento,0,0,244,11/26/2020
Ready,Federal Medical Station,Imperial,6,11,108,11/27/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/27/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/27/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/27/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/27/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/27/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/27/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/27/2020
WARM Status,Arena,Sacramento,0,0,244,11/27/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/27/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/27/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/28/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/28/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/28/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/28/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/28/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/28/2020
WARM Status,Arena,Sacramento,0,0,244,11/28/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/28/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/28/2020
Ready,Federal Medical Station,Imperial,11,9,105,11/28/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/28/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/29/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/29/2020
WARM Status,Arena,Sacramento,0,0,244,11/29/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/29/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/29/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/29/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/29/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/29/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/29/2020
Ready,Federal Medical Station,Imperial,5,15,105,11/29/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/29/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/30/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/30/2020
Ready,Federal Medical Station,Imperial,5,15,105,11/30/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/30/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/30/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/30/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/30/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/30/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/30/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/30/2020
WARM Status,Arena,Sacramento,0,0,244,11/30/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/1/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,12/1/2020
WARM Status,Arena,Sacramento,0,0,244,12/1/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/1/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/1/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/1/2020
Ready,Federal Medical Station,Imperial,2,18,105,12/1/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/1/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/1/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/1/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/1/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/2/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/2/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/2/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/2/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,12/2/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/2/2020
WARM Status,Arena,Sacramento,0,0,244,12/2/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/2/2020
Ready,Federal Medical Station,Imperial,10,20,95,12/2/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/2/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/2/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/3/2020
WARM Status,Arena,Sacramento,0,0,244,12/3/2020
Ready,Federal Medical Station,Imperial,7,18,100,12/3/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/3/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/3/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/3/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/3/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,12/3/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/3/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/3/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/3/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/4/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/4/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/4/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/4/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/4/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/4/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/4/2020
WARM Status,Arena,Sacramento,0,0,244,12/4/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/4/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,12/4/2020
Ready,Federal Medical Station,Imperial,6,19,100,12/4/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/5/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/5/2020
WARM Status,Arena,Sacramento,0,0,244,12/5/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/5/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,12/5/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/5/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/5/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/5/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/5/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/5/2020
Ready,Federal Medical Station,Imperial,6,19,100,12/5/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/6/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/6/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/6/2020
Ready,Federal Medical Station,Imperial,11,14,100,12/6/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/6/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/6/2020
WARM Status,Arena,Sacramento,0,0,244,12/6/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/6/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,12/6/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/6/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/6/2020
Ready,Federal Medical Station,Imperial,13,12,100,12/7/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/7/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/7/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/7/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/7/2020
WARM Status,Arena,Sacramento,0,0,244,12/7/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/7/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/7/2020
WARM Status,Federal Medical Station,San Mateo,0,0,125,12/7/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/7/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/7/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/8/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/8/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/8/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/8/2020
Ready,Federal Medical Station,Imperial,12,13,100,12/8/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/8/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/8/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/8/2020
WARM Status,Federal Medical Station,San Mateo,0,0,125,12/8/2020
WARM Status,Arena,Sacramento,0,0,244,12/8/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/8/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/9/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/9/2020
Ready,Alternate Care Site,Los Angeles,3,43,0,12/9/2020
Ready,Federal Medical Station,Imperial,7,18,100,12/9/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/9/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/9/2020
Ready,Arena,Sacramento,20,0,224,12/9/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/9/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/9/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/9/2020
WARM Status,Alternate Care Site,San Mateo,0,0,125,12/9/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/9/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/10/2020
Ready,Alternate Care Site,Los Angeles,3,43,0,12/10/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/10/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/10/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/10/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/10/2020
Ready,Federal Medical Station,Imperial,8,17,100,12/10/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/10/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/10/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/10/2020
Ready,Arena,Sacramento,19,1,224,12/10/2020
WARM Status,Alternate Care Site,San Mateo,0,0,125,12/10/2020
Ready,Federal Medical Station,Imperial,6,24,95,12/11/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/11/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/11/2020
Ready,Arena,Sacramento,19,1,224,12/11/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/11/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/11/2020
Ready,Alternate Care Site,Los Angeles,3,43,0,12/11/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/11/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/11/2020
ColdStatus,Alternate Care Site,San Mateo,0,0,0,12/11/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/11/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/11/2020
ColdStatus,Alternate Care Site,San Mateo,0,0,0,12/12/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/12/2020
Ready,Alternate Care Site,Los Angeles,3,43,0,12/12/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/12/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/12/2020
Ready,Federal Medical Station,Imperial,1,24,100,12/12/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/12/2020
Ready,Arena,Sacramento,19,1,224,12/12/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/12/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/12/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/12/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,12/12/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/13/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/13/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/13/2020
Ready,Alternative Care Facility,Orange,2,8,170,12/13/2020
Ready,Federal Medical Station,Imperial,1,24,100,12/13/2020
Ready,Alternate Care Site,Los Angeles,3,43,0,12/13/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/13/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/13/2020
ColdStatus,Alternate Care Site,San Mateo,0,0,0,12/13/2020
Ready,Arena,Sacramento,15,5,224,12/13/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/13/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,12/13/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/14/2020
Ready,Arena,Sacramento,13,7,224,12/14/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/14/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/14/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/14/2020
ColdStatus,Alternate Care Site,San Mateo,0,0,0,12/14/2020
Ready,Alternative Care Facility,Orange,2,8,170,12/14/2020
Ready,Alternate Care Site,Los Angeles,3,43,0,12/14/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/14/2020
Ready,Alternative Care Facility,Tulare,10,0,113,12/14/2020
Ready,Federal Medical Station,Imperial,2,23,100,12/14/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/14/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,12/15/2020
Ready,Alternate Care Site,Los Angeles,3,43,0,12/15/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/15/2020
Ready,Arena,Sacramento,11,9,224,12/15/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,12/15/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/15/2020
ColdStatus,Alternate Care Site,San Mateo,0,0,0,12/15/2020
Ready,Alternative Care Facility,Orange,12,0,168,12/15/2020
Ready,Alternative Care Facility,Tulare,8,2,113,12/15/2020
Ready,Federal Medical Station,Imperial,2,23,100,12/15/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,12/15/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/15/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,12/16/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,12/16/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,12/16/2020
